,Country,user_id
192948,United States,1048784496
194142,United States,219429281
194739,United States,3686482216
195152,United States,1069124515
195155,United States,234812598
195463,United States,2863006655
196469,United States,312134473
197482,United States,1009269193
197489,United States,816719802328715264
197870,United States,153944899
200313,United States,1077121945
201648,United States,815985039485837312
201795,United States,2914163523
202150,United States,22055226
202317,United States,1055730738
203010,United States,258900199
205391,United States,153486399
205472,United States,581141508
205729,United States,963480595
205807,United States,1206227149
207707,United States,1037321378
208452,United States,2966205003
208681,United States,1240107944
209020,United States,224294785
209022,United States,818948638890217473
210412,United States,26424123
211164,United States,50152441
211336,United States,816181091673448448
211952,United States,242426145
213214,United States,240427862
213910,United States,385429543
214027,United States,234057152
214170,United States,56864092
215182,United States,33977070
215528,United States,51228911
215968,United States,237299871
216708,United States,2696643955
216728,United States,1060370282
217532,United States,2930635215
218230,United States,808416682972770304
218901,United States,811632636598910976
219602,United States,84119348
220106,United States,20552026
220865,United States,18277655
220876,United States,252249233
221268,United States,806906355214852096
222217,United States,2847221717
222227,United States,28602948
222752,United States,442824717
223231,United States,935033864
223669,United States,2964287128
224004,United States,233693291
224526,United States,404132211
225820,United States,1339931490
226358,United States,816298918468259841
227650,United States,854715071116849157
228058,United States,112740986
228406,United States,816111677917851649
228408,United States,479872233
229588,United States,2966570782
230107,United States,828977216595849216
230314,United States,1077446982
230965,United States,29766367
231218,United States,364415553
232102,United States,20545793
232480,United States,18773159
232517,United States,1135486501
233197,United States,234022257
233203,United States,1072467470
233811,United States,18696134
234484,United States,41417564
235066,United States,24913074
235627,United States,2962813893
236913,United States,310310133
237190,United States,796183515998068736
238289,United States,237750442
238565,United States,211420609
238745,United States,942156122
240280,United States,817138492614524928
240855,United States,137794015
242011,United States,3044993235
243232,United States,797201048490430465
244516,United States,381152398
245585,United States,975200486
247937,United States,303861808
249025,United States,13491312
249636,United States,2914515430
250467,United States,190328374
250485,United States,252819323
250717,United States,1058345042
250899,United States,816705409486618624
251367,United States,3317799825
251454,United States,811986281177772032
251470,United States,798973032362606600
253248,United States,1074129612
253992,United States,237862972
254274,United States,1065995022
254776,United States,281540744
254942,United States,2852998461
255352,United States,234014087
256665,United States,240812994
257492,United States,267938462
257633,United States,76452765
257846,United States,15356407
258183,United States,993153006
258855,United States,140519774
259478,United States,249410485
259606,United States,248495200
259995,United States,2724095695
261473,United States,48117116
261621,United States,1209417007
262747,United States,1074101017
262755,United States,23124635
263093,United States,1058051748
263366,United States,2861616083
263740,United States,1880674038
265010,United States,232992031
265283,United States,1444015610
266620,United States,39249305
267113,United States,20467163
267434,United States,16256269
267812,United States,742735530287304704
268810,United States,22012091
269795,United States,155669457
270436,United States,168502762
270801,United States,926446070812602371
270991,United Kingdom,153810216
271743,United Kingdom,225857392
273674,United Kingdom,3369594003
274050,United Kingdom,311956971
274294,United Kingdom,22031058
274392,United Kingdom,255998767
274434,United Kingdom,245849058
275481,United Kingdom,16134235
276475,United Kingdom,2382227424
277983,United Kingdom,951838283780194304
278777,United Kingdom,20424362
278896,United Kingdom,2855602085
281061,United Kingdom,143212610
282678,United Kingdom,4010545737
282721,United Kingdom,15157283
291839,United Kingdom,19177609
292539,United Kingdom,269788397
292702,United Kingdom,2981900049
297426,United Kingdom,406646373
297718,United Kingdom,408454349
298432,United Kingdom,217148014
298514,United Kingdom,120236641
298717,United Kingdom,1325563478
300693,United Kingdom,805185025
301848,United Kingdom,2616215901
303180,United Kingdom,377319290
303619,United Kingdom,76579281
303762,United Kingdom,871469846
304145,United Kingdom,110405901
304320,United Kingdom,893178169380962304
305767,United Kingdom,48280657
308055,United Kingdom,24211594
309980,United Kingdom,2982986710
310225,United Kingdom,1722829178
310285,United Kingdom,21746513
312930,United Kingdom,309587728
313404,United Kingdom,425774290
314377,United Kingdom,92498317
314749,United Kingdom,3011043981
315113,United Kingdom,1478483473
320734,United Kingdom,20995648
324286,United Kingdom,259215762
325344,United Kingdom,14284260
326563,United Kingdom,22474050
327121,United Kingdom,545081356
328404,United Kingdom,388250401
328723,United Kingdom,114505454
330751,United Kingdom,27212119
332613,United Kingdom,108654496
334238,United Kingdom,76650839
334323,United Kingdom,2601366250
334380,United Kingdom,91786287
336465,United Kingdom,2776689260
336731,United Kingdom,100520303
336735,United Kingdom,207697553
337501,United Kingdom,1407768792
337581,United Kingdom,948015937
341537,United Kingdom,251783210
342633,United Kingdom,102023574
342927,United Kingdom,2583270112
344235,United Kingdom,2863865170
344547,United Kingdom,2855674449
344876,United Kingdom,224655400
344963,United Kingdom,1715832776
346677,United Kingdom,14077382
348388,United Kingdom,50714939
349388,United Kingdom,14758838
350055,United Kingdom,110767433
350081,United Kingdom,328634628
350676,United Kingdom,117777690
351367,United Kingdom,3005893073
352264,United Kingdom,20238327
352796,United Kingdom,132490359
354581,United Kingdom,103879974
354612,United Kingdom,248186795
355941,United Kingdom,810372954
356164,United Kingdom,389421264
357150,United Kingdom,15580900
359460,United Kingdom,62613162
360103,United Kingdom,499781930
360367,United Kingdom,2979904613
360737,United Kingdom,401568431
360898,United Kingdom,143739561
363606,United Kingdom,1114681081
364495,United Kingdom,1179455215
364974,United Kingdom,415449314
365351,United Kingdom,550076077
365687,United Kingdom,144791011
366639,United Kingdom,236588290
368926,United Kingdom,125312818
369369,United Kingdom,2797521996
369669,United Kingdom,92091625
372375,United Kingdom,189280488
374115,United Kingdom,262163061
375632,United Kingdom,1865540413
380715,United Kingdom,383238347
382481,United Kingdom,131120978
382539,United Kingdom,562385310
383078,United Kingdom,24909650
385037,United Kingdom,518660800
385613,United Kingdom,277499481
386468,United Kingdom,116864791
386697,United Kingdom,457060718
387150,United Kingdom,21174263
387418,United Kingdom,622426905
389234,United Kingdom,883173469
390478,United Kingdom,38671387
391245,United Kingdom,387054267
393095,United Kingdom,124170781
393517,United Kingdom,2528020694
395250,United Kingdom,854280215601840128
395837,United Kingdom,1650144662
396387,United Kingdom,124270074
398726,United Kingdom,192935794
399767,United Kingdom,393436815
400217,United Kingdom,776022362
400498,United Kingdom,19858924
400563,United Kingdom,482866177
400878,United Kingdom,169898513
403014,United Kingdom,120720108
407034,United Kingdom,3128468829
407206,United Kingdom,9260332
407292,United Kingdom,17298241
407407,United Kingdom,19058678
411538,United Kingdom,80021045
413939,United Kingdom,79550633
414610,United Kingdom,14691032
415118,United Kingdom,43865757
416463,United Kingdom,568174146
416691,United Kingdom,532241033
417081,United Kingdom,174396155
417668,United Kingdom,3823970661
417742,United Kingdom,101712079
418690,United Kingdom,1655569938
419598,United Kingdom,107722321
419799,United Kingdom,20226550
419928,United Kingdom,1513382018
421133,United Kingdom,3036280263
421168,United Kingdom,3030111953
421727,United Kingdom,127619354
423721,United Kingdom,620007630
427469,United Kingdom,295807687
427623,United Kingdom,1374937922
427673,United Kingdom,36664451
427946,United Kingdom,3000261466
428176,United Kingdom,1530621674
428534,United Kingdom,24727170
428934,United Kingdom,3028314515
430476,United Kingdom,86192099
430484,United Kingdom,287212988
434008,United Kingdom,1305528373
435234,United Kingdom,422184091
435635,United Kingdom,105838665
436698,United Kingdom,20148039
438946,United Kingdom,1464467370
439645,United Kingdom,481120639
439853,United Kingdom,54351001
442875,United Kingdom,143508762
444117,United Kingdom,19758148
445705,United Kingdom,859433240452583424
446513,United Kingdom,47916280
447317,United Kingdom,19825835
448847,United Kingdom,125270251
450908,United Kingdom,499590887
455609,United Kingdom,19977759
456515,United Kingdom,429751008
456901,United Kingdom,2406093795
459768,United Kingdom,515520108
460909,United Kingdom,1442028488
461189,United Kingdom,261886643
461916,United Kingdom,349075382
462686,United Kingdom,206263631
463016,United Kingdom,376161322
463280,United Kingdom,446633079
463378,United Kingdom,80943076
464181,United Kingdom,1302003805
464470,United Kingdom,252077991
466859,United Kingdom,495068194
466935,United Kingdom,297967419
467273,United Kingdom,14561015
467437,United Kingdom,3012159189
469478,United Kingdom,19915728
470246,United Kingdom,111411358
470767,United Kingdom,200700960
473799,United Kingdom,191074455
474301,United Kingdom,49619469
474888,United Kingdom,993161678
475281,United Kingdom,609096352
475748,United Kingdom,568249574
477250,United Kingdom,112398730
477777,United Kingdom,706747004
479739,United Kingdom,2979642791
480295,United Kingdom,87647640
480781,United Kingdom,240202308
481247,United Kingdom,20052899
481868,United Kingdom,222762589
482048,United Kingdom,1350441445
482955,United Kingdom,2323710210
483548,United Kingdom,3131144855
484237,United Kingdom,68659708
487624,United Kingdom,806388620
487659,United Kingdom,20392734
488652,United Kingdom,16970757
489001,United Kingdom,496060628
490597,United Kingdom,815306454
490855,United Kingdom,1469686752
491232,United Kingdom,1337725045
492687,United Kingdom,71777646
492914,United Kingdom,2286550590
493381,United Kingdom,2986235404
493914,United Kingdom,331178901
495427,United Kingdom,105800463
496358,United Kingdom,202610289
498536,United Kingdom,722347303
499373,United Kingdom,15453062
499385,United Kingdom,1271714653
499543,United Kingdom,21769986
500950,United Kingdom,3031080322
501688,United Kingdom,456537189
502051,United Kingdom,18020612
503260,United Kingdom,130133607
504293,United Kingdom,19087569
504553,United Kingdom,300872531
505176,United Kingdom,2205165174
506895,United Kingdom,38281180
508426,United Kingdom,474180693
508584,United Kingdom,737066858
510022,United Kingdom,3320682953
510312,United Kingdom,16884084
511277,United Kingdom,36924726
513858,United Kingdom,22505462
515019,United Kingdom,23452834
515853,United Kingdom,385306338
516271,United Kingdom,859339993810161664
516439,United Kingdom,1067829343
517308,United Kingdom,2787943494
518100,United Kingdom,108587399
519864,United Kingdom,80802900
521747,United Kingdom,382181117
522358,United Kingdom,21408041
522942,United Kingdom,18099795
524083,United Kingdom,927480949
524878,United Kingdom,19608199
529620,United Kingdom,211883434
530281,United Kingdom,77234984
531324,United Kingdom,25091518
532112,United Kingdom,36158689
532561,United Kingdom,21713090
534253,United Kingdom,185790986
534544,United Kingdom,77808680
535573,United Kingdom,154661114
536987,United Kingdom,14590758
538417,United Kingdom,3037079585
538780,United Kingdom,46609085
547298,United Kingdom,397160160
547470,United Kingdom,761499948890329088
547638,United Kingdom,2999868527
550379,United Kingdom,3030160806
550977,United Kingdom,407741330
551430,United Kingdom,2157036506
551573,United Kingdom,32369044
553132,United Kingdom,19407599
553300,United Kingdom,112761860
553366,United Kingdom,80151292
554031,United Kingdom,80812413
554670,United Kingdom,2472200292
554939,United Kingdom,747807250819981312
554955,United Kingdom,15133808
555086,United Kingdom,624746312
555799,United Kingdom,97402576
556782,United Kingdom,2902930059
557062,United Kingdom,435980092
557260,United Kingdom,61781260
557760,United Kingdom,830775721
558355,United Kingdom,381433782
559592,United Kingdom,995322806
559617,United Kingdom,1006402848
559665,United Kingdom,2916227068
559956,United Kingdom,23424533
561573,United Kingdom,462856853
562481,United Kingdom,43312141
564996,United Kingdom,80968760
565123,United Kingdom,187632184
565193,United Kingdom,58821256
568927,United Kingdom,155892458
569152,United Kingdom,813678139
569851,United Kingdom,19589280
570298,United Kingdom,77981490
571068,United Kingdom,18627119
571207,United Kingdom,759067032
571319,United Kingdom,94701778
571989,United Kingdom,2271025438
572539,United Kingdom,140604687
576712,United Kingdom,209029473
577099,United Kingdom,78702900
577499,United Kingdom,20142835
578465,United Kingdom,64679759
579595,United Kingdom,236395049
579662,United Kingdom,2942626846
580390,United Kingdom,82093305
583275,United Kingdom,143386976
584525,United Kingdom,415910519
585016,United Kingdom,3164087579
585256,United Kingdom,61660254
585913,United Kingdom,2660755152
586648,United Kingdom,52412027
586766,United Kingdom,51062977
587491,United Kingdom,21084719
588508,United Kingdom,158315486
588785,United Kingdom,61733092
590806,United Kingdom,20000725
594600,United Kingdom,19295262
595111,United Kingdom,89307992
595572,United Kingdom,166598394
595860,United Kingdom,10955042
598451,United Kingdom,371201577
598910,United Kingdom,32439211
600380,United Kingdom,2862527512
601090,United Kingdom,804596460
601204,United Kingdom,1418358025
602202,United Kingdom,20473134
603708,United Kingdom,72341341
604963,United Kingdom,4764882552
605945,United Kingdom,222748037
608656,United Kingdom,93880122
608995,United Kingdom,23749162
609409,United Kingdom,1351389578
611685,United Kingdom,885838630928994304
611868,United Kingdom,52124856
612235,United Kingdom,34374472
613192,United Kingdom,18632946
615532,United Kingdom,2795272097
615679,United Kingdom,249845912
616021,United Kingdom,1048278487
616260,United Kingdom,216516145
617138,United Kingdom,20132840
618157,United Kingdom,2890801661
618837,United Kingdom,1216506050
618979,United Kingdom,38880112
619567,United Kingdom,606306570
619703,United Kingdom,2350624098
622372,United Kingdom,17484283
623223,United Kingdom,90646214
623551,United Kingdom,355623405
624439,United Kingdom,4104745522
624457,United Kingdom,14104027
624800,United Kingdom,1731554581
625664,United Kingdom,23452598
627398,United Kingdom,250091875
631098,United Kingdom,130092487
631327,United Kingdom,280574046
631966,United Kingdom,113491007
633028,United Kingdom,436576452
634064,United Kingdom,66078636
635221,United Kingdom,31756041
635735,United Kingdom,386776248
635911,United Kingdom,873819098
636515,United Kingdom,18951643
637122,United Kingdom,728039018
637382,United Kingdom,532351874
637688,United Kingdom,75562171
638073,United Kingdom,485146783
639396,United Kingdom,15726425
643371,United Kingdom,21736214
643963,United Kingdom,154943205
643978,United Kingdom,2425571623
645178,United Kingdom,244540519
646072,United Kingdom,131517399
646659,United Kingdom,1328897358
648548,United Kingdom,222419520
648658,United Kingdom,100260784
649023,United Kingdom,4785228995
649336,United Kingdom,20362684
652309,United Kingdom,3183943337
652382,United Kingdom,14395178
652949,United Kingdom,1633543440
652993,United Kingdom,2202981242
656978,United Kingdom,2278921206
657220,United Kingdom,116459535
660485,United Kingdom,3252801106
660508,United Kingdom,219976700
662307,United Kingdom,3092429597
663428,United Kingdom,164226176
664030,United Kingdom,102107018
665367,United Kingdom,218789670
665408,United Kingdom,250311545
665716,United Kingdom,200519122
666009,United Kingdom,140020746
666946,United Kingdom,20229729
669046,United Kingdom,191807697
670568,United Kingdom,65357102
671230,United Kingdom,2173779986
674398,United Kingdom,432396682
678401,United Kingdom,2245759171
678406,United Kingdom,857641376628043778
679061,United Kingdom,1014072131666276354
679159,United Kingdom,315283542
679711,United Kingdom,831250927
679714,United Kingdom,1978270322
680435,United Kingdom,143405324
680526,United Kingdom,164208335
680913,United Kingdom,17685009
681564,United Kingdom,37891233
681567,United Kingdom,351812038
683494,United Kingdom,243306810
684441,United Kingdom,130280613
684749,United Kingdom,21744895
685033,United Kingdom,389443487
685123,United Kingdom,2932558313
688528,United Kingdom,129569947
688569,United Kingdom,21188077
691099,United Kingdom,368314502
691333,United Kingdom,2979630241
691661,United Kingdom,276868661
694749,United Kingdom,14728535
694815,United Kingdom,1606157958
695107,United Kingdom,887252498054033408
695573,United Kingdom,121127090
700014,United Kingdom,454933267
700183,Turkey,183979676
700635,Turkey,1292533710
702485,Turkey,351811652
703225,Turkey,2977996697
703536,Turkey,497735542
705168,Turkey,1035568326
706746,Turkey,2309002266
709883,Turkey,166091210
712076,Turkey,149044403
712745,Turkey,3740495895
713088,Turkey,705374632451383296
713549,Turkey,405900155
714015,Turkey,90854551
714328,Turkey,3296334795
714571,Turkey,472330599
715102,Turkey,2588180340
716483,Turkey,3233256544
716654,Turkey,222959975
716889,Turkey,251971322
717409,Turkey,3156851966
719328,Turkey,145948187
719836,Turkey,492115635
720992,Turkey,311115546
722353,Turkey,3173512948
723872,Turkey,3162762015
724111,Turkey,90360058
726050,Turkey,804108324
726373,Turkey,602595758
726515,Turkey,1487168742
726605,Turkey,156280587
727463,Turkey,381500709
729343,Turkey,3032470786
729987,Turkey,479635805
731051,Turkey,1292740759
731194,Turkey,742991966913331200
731531,Turkey,443677181
733479,Turkey,386241447
734420,Turkey,18185406
737934,Turkey,1672651009
738102,Turkey,115216315
740327,Turkey,802856384
741272,Turkey,2233223984
741409,Turkey,986911464
742277,Turkey,3153334811
742381,Turkey,283709733
743088,Turkey,477693990
743291,Turkey,441836613
743590,Turkey,445531331
744214,Turkey,3370821759
745492,Turkey,1318916166
746164,Turkey,1662998840
748419,Turkey,492173294
750121,Turkey,340276050
751035,Turkey,539006164
753307,Turkey,293604809
754742,Turkey,101692365
757260,Turkey,2979105539
759434,Turkey,201339405
760372,Turkey,492162539
762795,Turkey,1116377042
762832,Turkey,3044714638
764249,Turkey,2234842806
768161,Turkey,272578129
768234,Turkey,278472416
769117,Turkey,3028923358
770841,Turkey,257406853
772466,Turkey,773811853
772807,Turkey,228446708
775785,Turkey,397378836
776821,Turkey,295081302
777416,Turkey,167469408
779017,Turkey,2232989053
779615,Turkey,717692461
779642,Turkey,548556347
781811,Turkey,3135299947
783513,Turkey,98396809
783812,Turkey,17137978
784714,Turkey,216106605
786354,Turkey,1528442533
787064,Turkey,398065977
788694,Turkey,380373022
790290,Turkey,214930248
791308,Turkey,3677470275
791681,Turkey,1631568816
792344,Turkey,1593377418
809196,Turkey,2961879346
809779,Turkey,281020745
812603,Turkey,3331837174
814782,Turkey,3170535531
815230,Turkey,269839336
816087,Turkey,198816523
817783,Turkey,214856284
818303,Turkey,3071570176
823854,Turkey,262063267
824798,Turkey,1560099350
825462,Turkey,405513581
826757,Turkey,545965017
827440,Turkey,304942388
829034,Turkey,86621872
829381,Turkey,280660563
830082,Turkey,145941531
831141,Turkey,1468227864
834448,Turkey,4134508697
837150,Turkey,81161411
837737,Turkey,163020501
838417,Turkey,232134649
838907,Turkey,306705942
840463,Turkey,1600967762
840916,Turkey,1729924778
840982,Turkey,2803027408
843904,Turkey,121052401
844510,Turkey,3111180809
845832,Turkey,4472008409
847598,Turkey,381416280
853026,Turkey,207085169
853397,Turkey,707159762
854523,Turkey,3832541236
854740,Turkey,281656898
855495,Turkey,226219067
856072,Turkey,291368363
858022,Turkey,311941597
861590,Turkey,282066211
862417,Turkey,213574443
863412,Turkey,291960146
864005,Turkey,385576286
864214,Turkey,2164881932
866981,Turkey,285700060
868287,Turkey,3784066456
870705,Turkey,296398329
872163,Turkey,237765532
873768,Turkey,1314173346
874577,Turkey,268950955
876928,Turkey,547552759
879923,Turkey,2816737247
886336,Turkey,885222182
886629,Turkey,245921099
887635,Turkey,97679847
889726,Turkey,154140901
890205,Turkey,465900536
891331,Turkey,3043691250
893182,Turkey,3021299620
894857,Turkey,80531038
895204,Turkey,213298580
895813,Turkey,824749884
896589,Turkey,4212358247
897900,Turkey,226685119
899298,Turkey,856226174
900667,Turkey,265967403
901336,Turkey,291028871
901867,Turkey,285163948
903590,Turkey,3730527255
904954,Turkey,544376108
905425,Turkey,1284238940
905895,Turkey,580044071
906803,Turkey,3232864769
909231,Turkey,737250368
910328,Turkey,1667813030
910436,Turkey,3367695521
911126,Turkey,256512810
912722,Turkey,76725707
915262,Turkey,180332824
915282,Turkey,287169431
915670,Turkey,3037304259
916102,Turkey,3101756981
919630,Turkey,230119360
920164,Turkey,354980383
920518,Turkey,268192154
922463,Turkey,3685093156
922879,Turkey,210901544
925266,Turkey,263830566
927246,Turkey,3025338878
929384,Turkey,1445709277
930188,Turkey,179453842
931735,Turkey,1091640270
933572,Turkey,229637054
936501,Turkey,98080974
940804,Turkey,1487245633
943534,Turkey,4259008427
943929,Turkey,1462396794
944679,Turkey,229515050
946399,Turkey,364339889
947489,Turkey,4217533865
949473,Turkey,367377070
949614,Turkey,908343776107794433
950862,Turkey,446278280
954143,Turkey,3055572752
956038,Turkey,4784309718
958931,Turkey,2262866341
959354,Turkey,3144351226
959643,Turkey,2787453897
961447,Turkey,451343108
974844,Turkey,870374882
975907,Turkey,34350322
976918,Turkey,347075208
978597,Turkey,214017108
978977,Turkey,145683544
980181,Turkey,783569531033817088
980289,Turkey,2164886426
981409,Turkey,218424102
982435,Turkey,221790511
984022,Turkey,449521238
984291,Turkey,3192564381
984387,Turkey,2216942136
984994,Turkey,244107189
985788,Turkey,2865550945
986834,Turkey,1008852967
991195,Turkey,2241596925
991579,Turkey,3031171907
995319,Turkey,226587468
995534,Turkey,285599626
996598,Turkey,2270165869
996875,Turkey,718750259
997887,Turkey,3152745814
998122,Turkey,1545452335
1001149,Turkey,1627828717
1002648,Turkey,3697574715
1004124,Turkey,343402258
1006355,Turkey,459124953
1008619,Turkey,2161985859
1011430,Turkey,3061617953
1014588,Turkey,3710390297
1016953,Turkey,96839957
1018380,Turkey,571264584
1021074,Turkey,792534068
1022719,Turkey,2958418811
1023272,Turkey,993421747
1023588,Turkey,2972639925
1025822,Turkey,1550101844
1025918,Turkey,425819395
1026309,Turkey,473896369
1029051,Turkey,419654154
1029815,Turkey,376706828
1031001,Turkey,257069051
1033240,Turkey,524102272
1036585,Turkey,3185991771
1038033,Turkey,87282413
1041379,Turkey,301656662
1043031,Turkey,969505577092222982
1044268,Turkey,726321252638593024
1045789,Turkey,463221205
1050227,Turkey,999127296492662784
1052298,Turkey,2807717139
1053290,Turkey,2836035823
1054612,Turkey,987299131310960640
1060292,Turkey,3133713255
1061417,Turkey,3676885697
1067755,Turkey,993930766190030850
1070646,Turkey,1002096337289138176
1071464,Turkey,2739067203
1072184,Turkey,563550101
1073340,Turkey,243716292
1074929,Turkey,1052194350216540163
1075899,Turkey,1000111005597347840
1078782,Turkey,2491561381
1079396,Turkey,3062441200
1086017,Turkey,282930186
1087747,Turkey,3241446723
1088596,Turkey,523345312
1089582,Turkey,408546169
1095511,Turkey,433271238
1096311,Turkey,252639994
1099656,Turkey,578351935
1102143,Turkey,225090281
1103407,Turkey,1570136725
1104817,Turkey,3165093951
1107556,Turkey,217219462
1110852,Turkey,2906863019
1113168,Turkey,2343697842
1116823,Turkey,608390492
1118224,Turkey,743680434
1121434,Turkey,240701960
1123134,Turkey,2287783352
1124712,Turkey,862860560
1126705,Turkey,3041339741
1128103,Turkey,3034135937
1130816,Turkey,989111628082892800
1131119,Turkey,243705279
1132778,Turkey,540730768
1135177,Turkey,994586058498215936
1138536,Turkey,925368405502328832
1140078,Turkey,339184936
1142153,Turkey,998917586753597440
1146294,Turkey,2180307984
1148512,Turkey,405144728
1149680,Turkey,79732039
1151852,Turkey,153387781
1153951,Turkey,170619617
1157687,Turkey,609908136
1163019,Turkey,3362789511
1163727,Turkey,203578664
1164142,Turkey,404841398
1165804,Turkey,3171143225
1167091,Turkey,1051348381
1167858,Turkey,441238687
1168168,Turkey,594819841
1171032,Turkey,701340951034339328
1172942,Turkey,401909638
1173614,Turkey,1446426672
1175093,Turkey,1166780072
1181957,Turkey,582992631
1187011,Turkey,380782315
1187797,Turkey,1975535660
